ID,State,City,Year,Month,Carbon_Emissions(MT)
1317,Maine,Portland,2022,9,2106
1318,Maine,Portland,2022,10,8308
1319,Maine,Portland,2022,11,7429
1320,Maine,Portland,2022,12,6955
1321,Maine,Portland,2023,1,9420
1322,Maine,Portland,2023,2,9934
1323,Maine,Portland,2023,3,4248
1324,Maine,Portland,2023,4,4969
1325,Maine,Portland,2023,5,7165
1326,Maine,Portland,2023,6,9418
1327,Maine,Portland,2023,7,5418
1328,Maine,Portland,2023,8,5807
1329,Maine,Portland,2023,9,6668
1330,Maine,Portland,2023,10,8606
1331,Maine,Portland,2023,11,9486
1332,Maine,Portland,2023,12,6588
1333,Maine,Augusta,2021,1,6929
1334,Maine,Augusta,2021,2,5599
1335,Maine,Augusta,2021,3,5662
1336,Maine,Augusta,2021,4,7358
1337,Maine,Augusta,2021,5,8723
1338,Maine,Augusta,2021,6,9159
1339,Maine,Augusta,2021,7,4284
1340,Maine,Augusta,2021,8,6769
1341,Maine,Augusta,2021,9,5376
1342,Maine,Augusta,2021,10,9750
1343,Maine,Augusta,2021,11,3332
1344,Maine,Augusta,2021,12,2175
1345,Maine,Augusta,2022,1,6646
1346,Maine,Augusta,2022,2,8519
1347,Maine,Augusta,2022,3,7766
1348,Maine,Augusta,2022,4,6166
1349,Maine,Augusta,2022,5,2290
1350,Maine,Augusta,2022,6,1811
1351,Maine,Augusta,2022,7,1910
1352,Maine,Augusta,2022,8,2242
1353,Maine,Augusta,2022,9,2760
1354,Maine,Augusta,2022,10,9868
1355,Maine,Augusta,2022,11,9062
1356,Maine,Augusta,2022,12,9371
1357,Maine,Augusta,2023,1,2640
1358,Maine,Augusta,2023,2,5381
1359,Maine,Augusta,2023,3,2545
1360,Maine,Augusta,2023,4,9848
1361,Maine,Augusta,2023,5,8724
1362,Maine,Augusta,2023,6,1523
1363,Maine,Augusta,2023,7,8616
1364,Maine,Augusta,2023,8,2127
1365,Maine,Augusta,2023,9,4358
1366,Maine,Augusta,2023,10,9444
1367,Maine,Augusta,2023,11,7753
1368,Maine,Augusta,2023,12,1365
1369,Maryland,Baltimore,2021,1,2887
1370,Maryland,Baltimore,2021,2,3127
1371,Maryland,Baltimore,2021,3,2915
1372,Maryland,Baltimore,2021,4,9886
1373,Maryland,Baltimore,2021,5,5784
1374,Maryland,Baltimore,2021,6,8091
1375,Maryland,Baltimore,2021,7,6452
1376,Maryland,Baltimore,2021,8,1599
1377,Maryland,Baltimore,2021,9,7679
1378,Maryland,Baltimore,2021,10,1430
1379,Maryland,Baltimore,2021,11,7876
1380,Maryland,Baltimore,2021,12,1590
1381,Maryland,Baltimore,2022,1,7695
1382,Maryland,Baltimore,2022,2,2902
1383,Maryland,Baltimore,2022,3,2550
1384,Maryland,Baltimore,2022,4,9473
1385,Maryland,Baltimore,2022,5,5352
1386,Maryland,Baltimore,2022,6,2850
1387,Maryland,Baltimore,2022,7,9076
1388,Maryland,Baltimore,2022,8,8173
1389,Maryland,Baltimore,2022,9,9515
1390,Maryland,Baltimore,2022,10,4541
1391,Maryland,Baltimore,2022,11,1460
1392,Maryland,Baltimore,2022,12,5202
1393,Maryland,Baltimore,2023,1,1767
1394,Maryland,Baltimore,2023,2,2602
1395,Maryland,Baltimore,2023,3,6923
1396,Maryland,Baltimore,2023,4,9869
1397,Maryland,Baltimore,2023,5,1472
1398,Maryland,Baltimore,2023,6,8560
1399,Maryland,Baltimore,2023,7,4759
1400,Maryland,Baltimore,2023,8,7359
1401,Maryland,Baltimore,2023,9,5206
1402,Maryland,Baltimore,2023,10,8243
1403,Maryland,Baltimore,2023,11,6506
1404,Maryland,Baltimore,2023,12,4659
1405,Maryland,Annapolis,2021,1,9747
1406,Maryland,Annapolis,2021,2,5294
1407,Maryland,Annapolis,2021,3,2769
1408,Maryland,Annapolis,2021,4,4304
1409,Maryland,Annapolis,2021,5,1018
1410,Maryland,Annapolis,2021,6,1618
1411,Maryland,Annapolis,2021,7,3486
1412,Maryland,Annapolis,2021,8,8409
1413,Maryland,Annapolis,2021,9,8526
1414,Maryland,Annapolis,2021,10,9111
1415,Maryland,Annapolis,2021,11,6618
1416,Maryland,Annapolis,2021,12,8967
1417,Maryland,Annapolis,2022,1,6964
1418,Maryland,Annapolis,2022,2,2153
1419,Maryland,Annapolis,2022,3,3858
1420,Maryland,Annapolis,2022,4,9674
1421,Maryland,Annapolis,2022,5,1801
1422,Maryland,Annapolis,2022,6,1447
1423,Maryland,Annapolis,2022,7,8692
1424,Maryland,Annapolis,2022,8,6419
1425,Maryland,Annapolis,2022,9,3563
1426,Maryland,Annapolis,2022,10,7604
1427,Maryland,Annapolis,2022,11,9399
1428,Maryland,Annapolis,2022,12,4960
1429,Maryland,Annapolis,2023,1,5513
1430,Maryland,Annapolis,2023,2,9343
1431,Maryland,Annapolis,2023,3,2347
1432,Maryland,Annapolis,2023,4,4091
1433,Maryland,Annapolis,2023,5,8921
1434,Maryland,Annapolis,2023,6,4497
1435,Maryland,Annapolis,2023,7,8396
1436,Maryland,Annapolis,2023,8,1898
1437,Maryland,Annapolis,2023,9,3827
1438,Maryland,Annapolis,2023,10,5136
1439,Maryland,Annapolis,2023,11,1202
1440,Maryland,Annapolis,2023,12,9110
1441,Massachusetts,Boston,2021,1,1042
1442,Massachusetts,Boston,2021,2,8154
1443,Massachusetts,Boston,2021,3,2758
1444,Massachusetts,Boston,2021,4,1922
1445,Massachusetts,Boston,2021,5,6642
1446,Massachusetts,Boston,2021,6,8974
1447,Massachusetts,Boston,2021,7,7320
1448,Massachusetts,Boston,2021,8,7946
1449,Massachusetts,Boston,2021,9,7993
1450,Massachusetts,Boston,2021,10,6178
1451,Massachusetts,Boston,2021,11,3492
1452,Massachusetts,Boston,2021,12,3448
1453,Massachusetts,Boston,2022,1,5530
1454,Massachusetts,Boston,2022,2,6928
1455,Massachusetts,Boston,2022,3,6465
1456,Massachusetts,Boston,2022,4,4049
1457,Massachusetts,Boston,2022,5,6868
1458,Massachusetts,Boston,2022,6,9160
1459,Massachusetts,Boston,2022,7,8318
1460,Massachusetts,Boston,2022,8,5307
1461,Massachusetts,Boston,2022,9,5498
1462,Massachusetts,Boston,2022,10,7566
1463,Massachusetts,Boston,2022,11,9177
1464,Massachusetts,Boston,2022,12,6991
1465,Massachusetts,Boston,2023,1,2251
1466,Massachusetts,Boston,2023,2,2959
1467,Massachusetts,Boston,2023,3,4815
1468,Massachusetts,Boston,2023,4,3247
1469,Massachusetts,Boston,2023,5,5963
1470,Massachusetts,Boston,2023,6,9939
1471,Massachusetts,Boston,2023,7,1400
1472,Massachusetts,Boston,2023,8,3933
1473,Massachusetts,Boston,2023,9,8948
1474,Massachusetts,Boston,2023,10,8738
1475,Massachusetts,Boston,2023,11,4886
1476,Massachusetts,Boston,2023,12,9806
1477,Massachusetts,Worcester,2021,1,3515
1478,Massachusetts,Worcester,2021,2,8021
1479,Massachusetts,Worcester,2021,3,5841
1480,Massachusetts,Worcester,2021,4,1164
1481,Massachusetts,Worcester,2021,5,7232
1482,Massachusetts,Worcester,2021,6,3309
1483,Massachusetts,Worcester,2021,7,9822
1484,Massachusetts,Worcester,2021,8,4081
1485,Massachusetts,Worcester,2021,9,4891
1486,Massachusetts,Worcester,2021,10,2726
1487,Massachusetts,Worcester,2021,11,7412
1488,Massachusetts,Worcester,2021,12,8460
1489,Massachusetts,Worcester,2022,1,3679
1490,Massachusetts,Worcester,2022,2,1076
1491,Massachusetts,Worcester,2022,3,6487
1492,Massachusetts,Worcester,2022,4,4980
1493,Massachusetts,Worcester,2022,5,7100
1494,Massachusetts,Worcester,2022,6,8230
1495,Massachusetts,Worcester,2022,7,6000
1496,Massachusetts,Worcester,2022,8,4586
1497,Massachusetts,Worcester,2022,9,9631
1498,Massachusetts,Worcester,2022,10,5079
1499,Massachusetts,Worcester,2022,11,3475
1500,Massachusetts,Worcester,2022,12,5082
1501,Massachusetts,Worcester,2023,1,7977
1502,Massachusetts,Worcester,2023,2,2614
1503,Massachusetts,Worcester,2023,3,9824
1504,Massachusetts,Worcester,2023,4,2477
1505,Massachusetts,Worcester,2023,5,9478
1506,Massachusetts,Worcester,2023,6,1357
1507,Massachusetts,Worcester,2023,7,5239
1508,Massachusetts,Worcester,2023,8,5353
1509,Massachusetts,Worcester,2023,9,7667
1510,Massachusetts,Worcester,2023,10,5809
1511,Massachusetts,Worcester,2023,11,5258
1512,Massachusetts,Worcester,2023,12,1362
1513,Michigan,Detroit,2021,1,4538
1514,Michigan,Detroit,2021,2,5538
1515,Michigan,Detroit,2021,3,7164
1516,Michigan,Detroit,2021,4,2566
1517,Michigan,Detroit,2021,5,2156
1518,Michigan,Detroit,2021,6,1602
1519,Michigan,Detroit,2021,7,5533
1520,Michigan,Detroit,2021,8,2074
1521,Michigan,Detroit,2021,9,4864
1522,Michigan,Detroit,2021,10,3745
1523,Michigan,Detroit,2021,11,3277
1524,Michigan,Detroit,2021,12,5487
1525,Michigan,Detroit,2022,1,7439
1526,Michigan,Detroit,2022,2,2129
1527,Michigan,Detroit,2022,3,6817
1528,Michigan,Detroit,2022,4,5868
1529,Michigan,Detroit,2022,5,1454
1530,Michigan,Detroit,2022,6,8028
1531,Michigan,Detroit,2022,7,7611
1532,Michigan,Detroit,2022,8,4058
1533,Michigan,Detroit,2022,9,3751
1534,Michigan,Detroit,2022,10,1113
1535,Michigan,Detroit,2022,11,9614
1536,Michigan,Detroit,2022,12,4035
1537,Michigan,Detroit,2023,1,5505
1538,Michigan,Detroit,2023,2,2703
1539,Michigan,Detroit,2023,3,3860
1540,Michigan,Detroit,2023,4,1594
1541,Michigan,Detroit,2023,5,8770
1542,Michigan,Detroit,2023,6,4059
1543,Michigan,Detroit,2023,7,1539
1544,Michigan,Detroit,2023,8,1029
1545,Michigan,Detroit,2023,9,1511
1546,Michigan,Detroit,2023,10,6998
1547,Michigan,Detroit,2023,11,3235
1548,Michigan,Detroit,2023,12,6295
1549,Michigan,Lansing,2021,1,3020
1550,Michigan,Lansing,2021,2,5165
1551,Michigan,Lansing,2021,3,8712
1552,Michigan,Lansing,2021,4,8504
1553,Michigan,Lansing,2021,5,3603
1554,Michigan,Lansing,2021,6,6987
1555,Michigan,Lansing,2021,7,4368
1556,Michigan,Lansing,2021,8,5499
1557,Michigan,Lansing,2021,9,7443
1558,Michigan,Lansing,2021,10,4939
1559,Michigan,Lansing,2021,11,9361
1560,Michigan,Lansing,2021,12,4704
1561,Michigan,Lansing,2022,1,4708
1562,Michigan,Lansing,2022,2,6955
1563,Michigan,Lansing,2022,3,4234
1564,Michigan,Lansing,2022,4,9403
1565,Michigan,Lansing,2022,5,5132
1566,Michigan,Lansing,2022,6,9053
1567,Michigan,Lansing,2022,7,8485
1568,Michigan,Lansing,2022,8,5833
1569,Michigan,Lansing,2022,9,9165
1570,Michigan,Lansing,2022,10,1842
1571,Michigan,Lansing,2022,11,8555
1572,Michigan,Lansing,2022,12,9090
1573,Michigan,Lansing,2023,1,7821
1574,Michigan,Lansing,2023,2,9679
1575,Michigan,Lansing,2023,3,2516
1576,Michigan,Lansing,2023,4,9242
1577,Michigan,Lansing,2023,5,8360
1578,Michigan,Lansing,2023,6,5519
1579,Michigan,Lansing,2023,7,4905
1580,Michigan,Lansing,2023,8,8342
1581,Michigan,Lansing,2023,9,5226
1582,Michigan,Lansing,2023,10,8410
1583,Michigan,Lansing,2023,11,5182
1584,Michigan,Lansing,2023,12,7052
1585,Minnesota,Minneapolis,2021,1,7620
1586,Minnesota,Minneapolis,2021,2,2248
1587,Minnesota,Minneapolis,2021,3,4624
1588,Minnesota,Minneapolis,2021,4,1209
1589,Minnesota,Minneapolis,2021,5,2912
1590,Minnesota,Minneapolis,2021,6,8243
1591,Minnesota,Minneapolis,2021,7,1180
1592,Minnesota,Minneapolis,2021,8,3893
1593,Minnesota,Minneapolis,2021,9,1747
1594,Minnesota,Minneapolis,2021,10,4439
1595,Minnesota,Minneapolis,2021,11,9483
1596,Minnesota,Minneapolis,2021,12,5013
1597,Minnesota,Minneapolis,2022,1,5134
1598,Minnesota,Minneapolis,2022,2,7629
1599,Minnesota,Minneapolis,2022,3,7979
1600,Minnesota,Minneapolis,2022,4,2450
1601,Minnesota,Minneapolis,2022,5,4695
1602,Minnesota,Minneapolis,2022,6,3991
1603,Minnesota,Minneapolis,2022,7,5952
1604,Minnesota,Minneapolis,2022,8,5740
1605,Minnesota,Minneapolis,2022,9,2947
1606,Minnesota,Minneapolis,2022,10,9987
1607,Minnesota,Minneapolis,2022,11,1026
1608,Minnesota,Minneapolis,2022,12,1436
1609,Minnesota,Minneapolis,2023,1,6978
1610,Minnesota,Minneapolis,2023,2,2796
1611,Minnesota,Minneapolis,2023,3,1985
1612,Minnesota,Minneapolis,2023,4,2899
1613,Minnesota,Minneapolis,2023,5,8125
1614,Minnesota,Minneapolis,2023,6,2842
1615,Minnesota,Minneapolis,2023,7,7355
1616,Minnesota,Minneapolis,2023,8,3065
1617,Minnesota,Minneapolis,2023,9,7377
1618,Minnesota,Minneapolis,2023,10,7532
1619,Minnesota,Minneapolis,2023,11,9110
1620,Minnesota,Minneapolis,2023,12,3591
1621,Minnesota,Saint Paul,2021,1,3279
1622,Minnesota,Saint Paul,2021,2,8712
1623,Minnesota,Saint Paul,2021,3,5313
1624,Minnesota,Saint Paul,2021,4,5694
1625,Minnesota,Saint Paul,2021,5,9125
1626,Minnesota,Saint Paul,2021,6,2589
1627,Minnesota,Saint Paul,2021,7,5262
1628,Minnesota,Saint Paul,2021,8,6149
1629,Minnesota,Saint Paul,2021,9,1503
1630,Minnesota,Saint Paul,2021,10,8519
1631,Minnesota,Saint Paul,2021,11,1638
1632,Minnesota,Saint Paul,2021,12,9877
1633,Minnesota,Saint Paul,2022,1,3049
1634,Minnesota,Saint Paul,2022,2,7665
1635,Minnesota,Saint Paul,2022,3,7378
1636,Minnesota,Saint Paul,2022,4,6071
1637,Minnesota,Saint Paul,2022,5,8673
1638,Minnesota,Saint Paul,2022,6,9419
1639,Minnesota,Saint Paul,2022,7,7844
1640,Minnesota,Saint Paul,2022,8,2067
1641,Minnesota,Saint Paul,2022,9,6509
1642,Minnesota,Saint Paul,2022,10,4344
1643,Minnesota,Saint Paul,2022,11,6448
1644,Minnesota,Saint Paul,2022,12,4356
1645,Minnesota,Saint Paul,2023,1,5122
1646,Minnesota,Saint Paul,2023,2,1193
1647,Minnesota,Saint Paul,2023,3,1550
1648,Minnesota,Saint Paul,2023,4,2994
1649,Minnesota,Saint Paul,2023,5,6487
1650,Minnesota,Saint Paul,2023,6,8421
1651,Minnesota,Saint Paul,2023,7,9383
1652,Minnesota,Saint Paul,2023,8,1841
1653,Minnesota,Saint Paul,2023,9,5913
1654,Minnesota,Saint Paul,2023,10,1583
1655,Minnesota,Saint Paul,2023,11,8833
1656,Minnesota,Saint Paul,2023,12,1150
1657,Mississippi,Jackson,2021,1,6372
1658,Mississippi,Jackson,2021,2,7913
1659,Mississippi,Jackson,2021,3,7978
1660,Mississippi,Jackson,2021,4,9228
1661,Mississippi,Jackson,2021,5,4410
1662,Mississippi,Jackson,2021,6,5539
1663,Mississippi,Jackson,2021,7,4701
1664,Mississippi,Jackson,2021,8,2014
1665,Mississippi,Jackson,2021,9,6992
1666,Mississippi,Jackson,2021,10,7719
1667,Mississippi,Jackson,2021,11,7577
1668,Mississippi,Jackson,2021,12,2306
1669,Mississippi,Jackson,2022,1,7942
1670,Mississippi,Jackson,2022,2,9353
1671,Mississippi,Jackson,2022,3,7964
1672,Mississippi,Jackson,2022,4,7351
1673,Mississippi,Jackson,2022,5,2769
1674,Mississippi,Jackson,2022,6,8923
1675,Mississippi,Jackson,2022,7,2253
1676,Mississippi,Jackson,2022,8,1361
1677,Mississippi,Jackson,2022,9,4841
1678,Mississippi,Jackson,2022,10,9991
1679,Mississippi,Jackson,2022,11,1763
1680,Mississippi,Jackson,2022,12,8915
1681,Mississippi,Jackson,2023,1,7757
1682,Mississippi,Jackson,2023,2,6110
1683,Mississippi,Jackson,2023,3,6449
1684,Mississippi,Jackson,2023,4,6016
1685,Mississippi,Jackson,2023,5,2572
1686,Mississippi,Jackson,2023,6,2794
1687,Mississippi,Jackson,2023,7,3908
1688,Mississippi,Jackson,2023,8,2751
1689,Mississippi,Jackson,2023,9,4042
1690,Mississippi,Jackson,2023,10,7727
1691,Mississippi,Jackson,2023,11,3586
1692,Mississippi,Jackson,2023,12,8177
1693,Mississippi,Gulfport,2021,1,2169
1694,Mississippi,Gulfport,2021,2,5190
1695,Mississippi,Gulfport,2021,3,9725
1696,Mississippi,Gulfport,2021,4,2403
1697,Mississippi,Gulfport,2021,5,6295
1698,Mississippi,Gulfport,2021,6,6011
1699,Mississippi,Gulfport,2021,7,5165
1700,Mississippi,Gulfport,2021,8,8282
1701,Mississippi,Gulfport,2021,9,6449
1702,Mississippi,Gulfport,2021,10,8306
1703,Mississippi,Gulfport,2021,11,3922
1704,Mississippi,Gulfport,2021,12,9831
1705,Mississippi,Gulfport,2022,1,5610
1706,Mississippi,Gulfport,2022,2,3303
1707,Mississippi,Gulfport,2022,3,8991
1708,Mississippi,Gulfport,2022,4,3634
1709,Mississippi,Gulfport,2022,5,3056
1710,Mississippi,Gulfport,2022,6,2986
1711,Mississippi,Gulfport,2022,7,5987
1712,Mississippi,Gulfport,2022,8,5889
1713,Mississippi,Gulfport,2022,9,3540
1714,Mississippi,Gulfport,2022,10,4159
1715,Mississippi,Gulfport,2022,11,3421
1716,Mississippi,Gulfport,2022,12,5010
1717,Mississippi,Gulfport,2023,1,9281
1718,Mississippi,Gulfport,2023,2,1188
1719,Mississippi,Gulfport,2023,3,3018
1720,Mississippi,Gulfport,2023,4,3212
1721,Mississippi,Gulfport,2023,5,1703
1722,Mississippi,Gulfport,2023,6,1375
1723,Mississippi,Gulfport,2023,7,6038
1724,Mississippi,Gulfport,2023,8,1578
1725,Mississippi,Gulfport,2023,9,9808
1726,Mississippi,Gulfport,2023,10,6950
1727,Mississippi,Gulfport,2023,11,8132
1728,Mississippi,Gulfport,2023,12,4711
1729,Missouri,Kansas City,2021,1,4535
1730,Missouri,Kansas City,2021,2,4188
1731,Missouri,Kansas City,2021,3,1572
1732,Missouri,Kansas City,2021,4,8127
1733,Missouri,Kansas City,2021,5,8385
1734,Missouri,Kansas City,2021,6,1742
1735,Missouri,Kansas City,2021,7,5977
1736,Missouri,Kansas City,2021,8,7124
1737,Missouri,Kansas City,2021,9,7011
1738,Missouri,Kansas City,2021,10,3630
1739,Missouri,Kansas City,2021,11,4931
1740,Missouri,Kansas City,2021,12,5984
1741,Missouri,Kansas City,2022,1,1616
1742,Missouri,Kansas City,2022,2,3801
1743,Missouri,Kansas City,2022,3,9745
1744,Missouri,Kansas City,2022,4,1686
1745,Missouri,Kansas City,2022,5,4023
1746,Missouri,Kansas City,2022,6,1170
1747,Missouri,Kansas City,2022,7,6725
1748,Missouri,Kansas City,2022,8,7257
1749,Missouri,Kansas City,2022,9,4031
1750,Missouri,Kansas City,2022,10,3675
1751,Missouri,Kansas City,2022,11,8615
1752,Missouri,Kansas City,2022,12,6732
1753,Missouri,Kansas City,2023,1,3226
1754,Missouri,Kansas City,2023,2,5763
1755,Missouri,Kansas City,2023,3,8248
1756,Missouri,Kansas City,2023,4,9098
1757,Missouri,Kansas City,2023,5,1027
1758,Missouri,Kansas City,2023,6,7246
1759,Missouri,Kansas City,2023,7,5175
1760,Missouri,Kansas City,2023,8,5784
1761,Missouri,Kansas City,2023,9,3910
1762,Missouri,Kansas City,2023,10,2409
1763,Missouri,Kansas City,2023,11,8011
1764,Missouri,Kansas City,2023,12,5754
1765,Missouri,Jefferson City,2021,1,6878
1766,Missouri,Jefferson City,2021,2,8551
1767,Missouri,Jefferson City,2021,3,9298
1768,Missouri,Jefferson City,2021,4,5268
1769,Missouri,Jefferson City,2021,5,6756
1770,Missouri,Jefferson City,2021,6,8470
1771,Missouri,Jefferson City,2021,7,3109
1772,Missouri,Jefferson City,2021,8,9654
1773,Missouri,Jefferson City,2021,9,5732
1774,Missouri,Jefferson City,2021,10,3990
1775,Missouri,Jefferson City,2021,11,5774
1776,Missouri,Jefferson City,2021,12,1220
1777,Missouri,Jefferson City,2022,1,4697
1778,Missouri,Jefferson City,2022,2,7571
1779,Missouri,Jefferson City,2022,3,2935
1780,Missouri,Jefferson City,2022,4,9224
1781,Missouri,Jefferson City,2022,5,4924
1782,Missouri,Jefferson City,2022,6,2157
1783,Missouri,Jefferson City,2022,7,3838
1784,Missouri,Jefferson City,2022,8,5611
1785,Missouri,Jefferson City,2022,9,1678
1786,Missouri,Jefferson City,2022,10,1563
1787,Missouri,Jefferson City,2022,11,4105
1788,Missouri,Jefferson City,2022,12,2941
1789,Missouri,Jefferson City,2023,1,1023
1790,Missouri,Jefferson City,2023,2,5880
1791,Missouri,Jefferson City,2023,3,2566
1792,Missouri,Jefferson City,2023,4,8473
1793,Missouri,Jefferson City,2023,5,7027
1794,Missouri,Jefferson City,2023,6,9146
1795,Missouri,Jefferson City,2023,7,5772
1796,Missouri,Jefferson City,2023,8,5672
1797,Missouri,Jefferson City,2023,9,1296
1798,Missouri,Jefferson City,2023,10,5400
1799,Missouri,Jefferson City,2023,11,2152
1800,Missouri,Jefferson City,2023,12,2823
1801,Montana,Billings,2021,1,7335
1802,Montana,Billings,2021,2,1663
1803,Montana,Billings,2021,3,9960
1804,Montana,Billings,2021,4,8174
1805,Montana,Billings,2021,5,3864
1806,Montana,Billings,2021,6,7055
1807,Montana,Billings,2021,7,4875
1808,Montana,Billings,2021,8,6082
1809,Montana,Billings,2021,9,9867
1810,Montana,Billings,2021,10,7874
1811,Montana,Billings,2021,11,6866
1812,Montana,Billings,2021,12,7227
1813,Montana,Billings,2022,1,8198
1814,Montana,Billings,2022,2,8918
1815,Montana,Billings,2022,3,9618
1816,Montana,Billings,2022,4,8613
1817,Montana,Billings,2022,5,3586
1818,Montana,Billings,2022,6,3110
1819,Montana,Billings,2022,7,5230
1820,Montana,Billings,2022,8,6627
1821,Montana,Billings,2022,9,7984
1822,Montana,Billings,2022,10,9829
1823,Montana,Billings,2022,11,5566
1824,Montana,Billings,2022,12,8820
1825,Montana,Billings,2023,1,2023
1826,Montana,Billings,2023,2,2094
1827,Montana,Billings,2023,3,9398
1828,Montana,Billings,2023,4,7095
1829,Montana,Billings,2023,5,8542
1830,Montana,Billings,2023,6,6848
1831,Montana,Billings,2023,7,8604
1832,Montana,Billings,2023,8,5456
1833,Montana,Billings,2023,9,7219
1834,Montana,Billings,2023,10,3176
1835,Montana,Billings,2023,11,2758
1836,Montana,Billings,2023,12,5208
1837,Montana,Helena,2021,1,2688
1838,Montana,Helena,2021,2,1234
1839,Montana,Helena,2021,3,2182
1840,Montana,Helena,2021,4,6727
1841,Montana,Helena,2021,5,3904
1842,Montana,Helena,2021,6,1598
1843,Montana,Helena,2021,7,9215
1844,Montana,Helena,2021,8,9745
1845,Montana,Helena,2021,9,6165
1846,Montana,Helena,2021,10,9583
1847,Montana,Helena,2021,11,2279
1848,Montana,Helena,2021,12,8182
1849,Montana,Helena,2022,1,2686
1850,Montana,Helena,2022,2,9543
1851,Montana,Helena,2022,3,1578
1852,Montana,Helena,2022,4,9129
1853,Montana,Helena,2022,5,3335
1854,Montana,Helena,2022,6,5128
1855,Montana,Helena,2022,7,7362
1856,Montana,Helena,2022,8,9229
1857,Montana,Helena,2022,9,5329
1858,Montana,Helena,2022,10,7287
1859,Montana,Helena,2022,11,7626
1860,Montana,Helena,2022,12,3211
1861,Montana,Helena,2023,1,8855
1862,Montana,Helena,2023,2,1537
1863,Montana,Helena,2023,3,8633
1864,Montana,Helena,2023,4,6139
1865,Montana,Helena,2023,5,4047
1866,Montana,Helena,2023,6,6601
1867,Montana,Helena,2023,7,4531
1868,Montana,Helena,2023,8,4584
1869,Montana,Helena,2023,9,8622
1870,Montana,Helena,2023,10,4026
1871,Montana,Helena,2023,11,9259
1872,Montana,Helena,2023,12,3946
1873,Nebraska,Omaha,2021,1,3761
1874,Nebraska,Omaha,2021,2,9335
1875,Nebraska,Omaha,2021,3,7160
1876,Nebraska,Omaha,2021,4,5583
1877,Nebraska,Omaha,2021,5,5477
1878,Nebraska,Omaha,2021,6,2413
1879,Nebraska,Omaha,2021,7,1294
1880,Nebraska,Omaha,2021,8,8715
1881,Nebraska,Omaha,2021,9,6055
1882,Nebraska,Omaha,2021,10,8881
1883,Nebraska,Omaha,2021,11,4662
1884,Nebraska,Omaha,2021,12,1713
1885,Nebraska,Omaha,2022,1,4569
1886,Nebraska,Omaha,2022,2,1136
1887,Nebraska,Omaha,2022,3,9598
1888,Nebraska,Omaha,2022,4,1871
1889,Nebraska,Omaha,2022,5,1451
1890,Nebraska,Omaha,2022,6,2894
1891,Nebraska,Omaha,2022,7,9143
1892,Nebraska,Omaha,2022,8,4087
1893,Nebraska,Omaha,2022,9,7568
1894,Nebraska,Omaha,2022,10,7097
1895,Nebraska,Omaha,2022,11,4487
1896,Nebraska,Omaha,2022,12,7248
1897,Nebraska,Omaha,2023,1,9899
1898,Nebraska,Omaha,2023,2,7214
1899,Nebraska,Omaha,2023,3,6917
1900,Nebraska,Omaha,2023,4,4278
1901,Nebraska,Omaha,2023,5,1622
1902,Nebraska,Omaha,2023,6,3092
1903,Nebraska,Omaha,2023,7,3056
1904,Nebraska,Omaha,2023,8,1773
1905,Nebraska,Omaha,2023,9,9746
1906,Nebraska,Omaha,2023,10,5496
1907,Nebraska,Omaha,2023,11,1589
1908,Nebraska,Omaha,2023,12,6373
1909,Nebraska,Lincoln,2021,1,1813
1910,Nebraska,Lincoln,2021,2,9620
1911,Nebraska,Lincoln,2021,3,3622
1912,Nebraska,Lincoln,2021,4,7495
1913,Nebraska,Lincoln,2021,5,7443
1914,Nebraska,Lincoln,2021,6,3765
1915,Nebraska,Lincoln,2021,7,5210
1916,Nebraska,Lincoln,2021,8,3332
1917,Nebraska,Lincoln,2021,9,4789
1918,Nebraska,Lincoln,2021,10,5660
1919,Nebraska,Lincoln,2021,11,9411
1920,Nebraska,Lincoln,2021,12,6005
1921,Nebraska,Lincoln,2022,1,8115
1922,Nebraska,Lincoln,2022,2,8756
1923,Nebraska,Lincoln,2022,3,8260
1924,Nebraska,Lincoln,2022,4,3220
1925,Nebraska,Lincoln,2022,5,1917
1926,Nebraska,Lincoln,2022,6,3882
1927,Nebraska,Lincoln,2022,7,6216
1928,Nebraska,Lincoln,2022,8,7976
1929,Nebraska,Lincoln,2022,9,5632
1930,Nebraska,Lincoln,2022,10,7612
1931,Nebraska,Lincoln,2022,11,5809
1932,Nebraska,Lincoln,2022,12,3475
1933,Nebraska,Lincoln,2023,1,5247
1934,Nebraska,Lincoln,2023,2,5430
1935,Nebraska,Lincoln,2023,3,6092
1936,Nebraska,Lincoln,2023,4,7559
1937,Nebraska,Lincoln,2023,5,3614
1938,Nebraska,Lincoln,2023,6,8475
1939,Nebraska,Lincoln,2023,7,2484
1940,Nebraska,Lincoln,2023,8,1864
1941,Nebraska,Lincoln,2023,9,3219
1942,Nebraska,Lincoln,2023,10,8471
1943,Nebraska,Lincoln,2023,11,1094
1944,Nebraska,Lincoln,2023,12,5850
1945,Nevada,Las Vegas,2021,1,8324
1946,Nevada,Las Vegas,2021,2,5756
1947,Nevada,Las Vegas,2021,3,7233
1948,Nevada,Las Vegas,2021,4,2323
1949,Nevada,Las Vegas,2021,5,4446
1950,Nevada,Las Vegas,2021,6,2389
1951,Nevada,Las Vegas,2021,7,9419
1952,Nevada,Las Vegas,2021,8,9777
1953,Nevada,Las Vegas,2021,9,6768
1954,Nevada,Las Vegas,2021,10,4094
1955,Nevada,Las Vegas,2021,11,2823
1956,Nevada,Las Vegas,2021,12,5250
